Organisation,SectorCluster,County
Interchurch Medical Assistance World Health,Nutrition,Canal/Pigi
Interchurch Medical Assistance World Health,Nutrition,Nyirol
Interchurch Medical Assistance World Health,Nutrition,Pibor
Interchurch Medical Assistance World Health,Nutrition,Pochalla
Interchurch Medical Assistance World Health,Nutrition,Uror
Interchurch Medical Assistance World Health,Nutrition,Fashoda
Interchurch Medical Assistance World Health,Nutrition,Longochuk
Interchurch Medical Assistance World Health,Nutrition,Maban
Interchurch Medical Assistance World Health,Nutrition,Malakal
Interchurch Medical Assistance World Health,Nutrition,Manyo
Interchurch Medical Assistance World Health,Nutrition,Maiwut
Interchurch Medical Assistance World Health,Nutrition,Melut
Interchurch Medical Assistance World Health,Nutrition,Luakpiny/Nasir
Interchurch Medical Assistance World Health,Nutrition,Panyikang
Interchurch Medical Assistance World Health,Nutrition,Renk
Interchurch Medical Assistance World Health,Nutrition,Ulang
Amref Health Africa,Health,Juba
Amref Health Africa,Health,Kajo-keji
Amref Health Africa,Health,Lainya
Amref Health Africa,Health,Morobo
Amref Health Africa,Health,Terekeka
Amref Health Africa,Health,Yei
Amref Health Africa,Health,Torit
Amref Health Africa,Health,Ibba
Amref Health Africa,Health,Maridi
Amref Health Africa,Health,Mundri East
Amref Health Africa,Health,Mundri West
Amref Health Africa,Health,Mvolo
Amref Health Africa,Health,Nagero
Amref Health Africa,Health,Nzara
Amref Health Africa,Health,Tambura
Amref Health Africa,Health,Yambio
Amref Health Africa,Health,Bor South
Amref Health Africa,Health,Rumbek Centre
Amref Health Africa,Health,Jur River
Amref Health Africa,Health,Wau
Amref Health Africa,Health,Malakal
Amref Health Africa,Nutrition,Juba
Amref Health Africa,WASH,Juba
Across,CCCM,Juba
Across,CCCM,Yei
Across,CCCM,Rumbek Centre
Across,CCCM,Rumbek East
Across,CCCM,Yirol West
Across,CCCM,Tonj East
Across,Education,Juba
Across,Education,Yei
Across,Education,Rumbek East
Across,Education,Bor South
Across,Education,Tonj East
Across,Shelter and Non-Food Items,Juba
Across,Shelter and Non-Food Items,Torit
Across,WASH,Juba
Across,WASH,Yei
Across,Conflict Prevention & Peacebuilding,Rumbek East
Across,Governance & Rule of Law,Rumbek East
Across,Governance & Rule of Law,Yirol West
Premiere Urgence - Aide Medicale Internationale,Food Security & Livlihoods,Aweil North
Premiere Urgence - Aide Medicale Internationale,Health,Aweil North
Christian Aid,Education,Ezo
Christian Aid,Education,Ibba
Christian Aid,Education,Maridi
Christian Aid,Education,Mundri East
Christian Aid,Education,Mundri West
Christian Aid,Education,Mvolo
Christian Aid,Education,Nagero
Christian Aid,Education,Nzara
Christian Aid,Education,Tambura
Christian Aid,Education,Yambio
Christian Aid,Education,Rumbek Centre
Christian Aid,Education,Rumbek East
Christian Aid,Education,Wau
Christian Aid,Education,Leer
Christian Aid,Education,Mayendit
Christian Aid,Food Security & Livlihoods,Magwi
Christian Aid,Food Security & Livlihoods,Duk
Christian Aid,Food Security & Livlihoods,Fangak
Christian Aid,Food Security & Livlihoods,Aweil Centre
Christian Aid,Food Security & Livlihoods,Aweil East
Christian Aid,Food Security & Livlihoods,Aweil North
Christian Aid,Food Security & Livlihoods,Jur River
Christian Aid,Food Security & Livlihoods,Raga
Christian Aid,Food Security & Livlihoods,Wau
Christian Aid,Food Security & Livlihoods,Leer
Christian Aid,Food Security & Livlihoods,Mayendit
Christian Aid,Health,Juba
Christian Aid,Shelter and Non-Food Items,Aweil East
Christian Aid,Shelter and Non-Food Items,Leer
Christian Aid,WASH,Terekeka
Christian Aid,WASH,Aweil North
Christian Aid,WASH,Jur River
Christian Aid,WASH,Wau
Christian Aid,WASH,Koch
Christian Aid,WASH,Leer
Christian Aid,WASH,Mayendit
British Council,Education,Juba
People In Need,Food Security & Livlihoods,Aweil North
People In Need,Food Security & Livlihoods,Aweil West
People In Need,WASH,Juba
People In Need,WASH,Aweil North
People In Need,WASH,Aweil West
Dorcas Aid International,Food Security & Livlihoods,Jur River
Dorcas Aid International,Food Security & Livlihoods,Wau
Dorcas Aid International,Food Security & Livlihoods,Gogrial West
Dorcas Aid International,Health,Rumbek Centre
Dorcas Aid International,Health,Jur River
Dorcas Aid International,Health,Wau
Dorcas Aid International,Health,Gogrial West
Dorcas Aid International,Nutrition,Gogrial West
Dorcas Aid International,Protection,Wau
Dorcas Aid International,WASH,Jur River
Dorcas Aid International,WASH,Wau
Dorcas Aid International,WASH,Gogrial West
Dorcas Aid International,Conflict Prevention & Peacebuilding,Jur River
Dorcas Aid International,Conflict Prevention & Peacebuilding,Wau
Dorcas Aid International,Conflict Prevention & Peacebuilding,Gogrial West
The MENTOR Initiative,Health,Juba
The MENTOR Initiative,Health,Awerial
The MENTOR Initiative,Health,Fashoda
The MENTOR Initiative,Health,Maban
The MENTOR Initiative,Health,Malakal
The MENTOR Initiative,Logistics,Juba
International Federation of Red Cross and Red Crescent Societies,Health,Yambio
International Federation of Red Cross and Red Crescent Societies,Food Security & Livlihoods,Bor South
Wildlife Conservation Society,Conflict Prevention & Peacebuilding,Juba
Wildlife Conservation Society,Conflict Prevention & Peacebuilding,Terekeka
Wildlife Conservation Society,Conflict Prevention & Peacebuilding,Lafon
Wildlife Conservation Society,Conflict Prevention & Peacebuilding,Mvolo
Wildlife Conservation Society,Conflict Prevention & Peacebuilding,Pibor
Wildlife Conservation Society,Conflict Prevention & Peacebuilding,Pochalla
Wildlife Conservation Society,Conflict Prevention & Peacebuilding,Wulu
Wildlife Conservation Society,Governance & Rule of Law,Juba
Wildlife Conservation Society,Governance & Rule of Law,Yei
Wildlife Conservation Society,Governance & Rule of Law,Lafon
Wildlife Conservation Society,Governance & Rule of Law,Mvolo
Wildlife Conservation Society,Governance & Rule of Law,Pibor
Wildlife Conservation Society,Governance & Rule of Law,Pochalla
Wildlife Conservation Society,Governance & Rule of Law,Wulu
Wildlife Conservation Society,Environment & Natural Resources,Juba
Wildlife Conservation Society,Environment & Natural Resources,Yei
Wildlife Conservation Society,Environment & Natural Resources,Terekeka
Wildlife Conservation Society,Environment & Natural Resources,Lafon
Wildlife Conservation Society,Environment & Natural Resources,Mvolo
Wildlife Conservation Society,Environment & Natural Resources,Pibor
Wildlife Conservation Society,Environment & Natural Resources,Pochalla
Wildlife Conservation Society,Environment & Natural Resources,Wulu
Save the Children,Education,Juba
Save the Children,Education,Akobo
Save the Children,Education,Ayod
Save the Children,Education,Bor South
Save the Children,Education,Nyirol
Save the Children,Education,Awerial
Save the Children,Education,Cueibet
Save the Children,Education,Rumbek Centre
Save the Children,Education,Rumbek East
Save the Children,Education,Wulu
Save the Children,Education,Wau
Save the Children,Education,Maban
Save the Children,Food Security & Livlihoods,Akobo
Save the Children,Food Security & Livlihoods,Nyirol
Save the Children,Food Security & Livlihoods,Wau
Save the Children,Health,Kapoeta East
Save the Children,Health,Kapoeta North
Save the Children,Health,Lafon
Save the Children,Health,Magwi
Save the Children,Health,Torit
Save the Children,Health,Akobo
Save the Children,Health,Nyirol
Save the Children,Health,Wulu
Save the Children,Shelter and Non-Food Items,Akobo
Save the Children,Shelter and Non-Food Items,Nyirol
Save the Children,Conflict Prevention & Peacebuilding,Cueibet
Save the Children,Conflict Prevention & Peacebuilding,Rumbek Centre
Save the Children,Governance & Rule of Law,Juba
Save the Children,Governance & Rule of Law,Cueibet
Save the Children,Governance & Rule of Law,Rumbek Centre
Save the Children,Governance & Rule of Law,Aweil North
Federation Handicap International,Health,Juba
Federation Handicap International,Health,Maridi
Federation Handicap International,Health,Malakal
Federation Handicap International,Mine Action,Yei
Federation Handicap International,Protection,Juba
Federation Handicap International,Protection,Maridi
Federation Handicap International,Protection,Malakal
Federation Handicap International,Governance & Rule of Law,Torit
Federation Handicap International,Governance & Rule of Law,Bor South
Agency for Cooperation and Research in Development,CCCM,Juba
Agency for Cooperation and Research in Development,CCCM,Terekeka
Agency for Cooperation and Research in Development,CCCM,Magwi
Agency for Cooperation and Research in Development,Food Security & Livlihoods,Juba
Agency for Cooperation and Research in Development,Food Security & Livlihoods,Terekeka
Agency for Cooperation and Research in Development,Food Security & Livlihoods,Magwi
Agency for Cooperation and Research in Development,WASH,Juba
Agency for Cooperation and Research in Development,WASH,Terekeka
Agency for Cooperation and Research in Development,Conflict Prevention & Peacebuilding,Juba
Agency for Cooperation and Research in Development,Conflict Prevention & Peacebuilding,Terekeka
Agency for Cooperation and Research in Development,Conflict Prevention & Peacebuilding,Magwi
Agency for Cooperation and Research in Development,Governance & Rule of Law,Juba
Agency for Cooperation and Research in Development,Governance & Rule of Law,Terekeka
Agency for Cooperation and Research in Development,Media,Juba
Malteser International,Food Security & Livlihoods,Wau
Malteser International,Health,Juba
Malteser International,Health,Maridi
BRAC South Sudan,Education,Juba
BRAC South Sudan,Education,Kajo-keji
BRAC South Sudan,Education,Lainya
BRAC South Sudan,Education,Morobo
BRAC South Sudan,Education,Terekeka
BRAC South Sudan,Education,Yei
BRAC South Sudan,Education,Magwi
BRAC South Sudan,Education,Torit
BRAC South Sudan,Education,Maridi
BRAC South Sudan,Education,Mundri East
BRAC South Sudan,Education,Mundri West
BRAC South Sudan,Education,Nzara
BRAC South Sudan,Education,Yambio
BRAC South Sudan,Education,Awerial
BRAC South Sudan,Education,Cueibet
BRAC South Sudan,Education,Rumbek Centre
BRAC South Sudan,Education,Rumbek East
BRAC South Sudan,Education,Rumbek North
BRAC South Sudan,Education,Wulu
BRAC South Sudan,Education,Yirol East
BRAC South Sudan,Education,Yirol West
BRAC South Sudan,Health,Juba
BRAC South Sudan,Health,Awerial
BRAC South Sudan,Health,Cueibet
BRAC South Sudan,Logistics,Juba
BRAC South Sudan,Nutrition,Juba
BRAC South Sudan,Nutrition,Aweil Centre
BRAC South Sudan,Nutrition,Aweil East
BRAC South Sudan,Nutrition,Aweil North
BRAC South Sudan,Nutrition,Aweil South
BRAC South Sudan,Nutrition,Aweil West
SPARK,Food Security & Livlihoods,Juba
SPARK,Food Security & Livlihoods,Yei
SPARK,Food Security & Livlihoods,Aweil East
World Relief,Education,Ibba
World Relief,Education,Koch
World Relief,Education,Rubkona
World Relief,Food Security & Livlihoods,Ibba
World Relief,Food Security & Livlihoods,Fangak
World Relief,Food Security & Livlihoods,Koch
World Relief,Health,Koch
World Relief,Health,Rubkona
World Relief,Nutrition,Koch
World Relief,Nutrition,Rubkona
World Relief,Shelter and Non-Food Items,Koch
Nonviolent Peaceforce,Protection,Juba
Nonviolent Peaceforce,Protection,Bor South
Nonviolent Peaceforce,Protection,Nyirol
Nonviolent Peaceforce,Protection,Uror
Nonviolent Peaceforce,Protection,Awerial
Nonviolent Peaceforce,Protection,Rumbek Centre
Nonviolent Peaceforce,Protection,Rumbek East
Nonviolent Peaceforce,Protection,Rumbek North
Nonviolent Peaceforce,Protection,Aweil East
Nonviolent Peaceforce,Protection,Aweil North
Nonviolent Peaceforce,Protection,Koch
Nonviolent Peaceforce,Protection,Rubkona
Nonviolent Peaceforce,Protection,Ulang
Joint Aid Management,Education,Juba
Joint Aid Management,Education,Bor South
Joint Aid Management,Education,Twic East
Joint Aid Management,Education,Duk
Joint Aid Management,Education,Pibor
Joint Aid Management,Education,Awerial
Joint Aid Management,Education,Rumbek Centre
Joint Aid Management,Education,Rumbek North
Joint Aid Management,Education,Yirol East
Joint Aid Management,Education,Yirol West
Joint Aid Management,Education,Aweil Centre
Joint Aid Management,Food Security & Livlihoods,Bor South
Joint Aid Management,Food Security & Livlihoods,Twic East
Joint Aid Management,Food Security & Livlihoods,Duk
Joint Aid Management,Food Security & Livlihoods,Pibor
Joint Aid Management,Food Security & Livlihoods,Rumbek Centre
Joint Aid Management,Food Security & Livlihoods,Rumbek North
Joint Aid Management,Food Security & Livlihoods,Yirol East
Joint Aid Management,Food Security & Livlihoods,Yirol West
Joint Aid Management,Food Security & Livlihoods,Aweil Centre
Joint Aid Management,Food Security & Livlihoods,Twic
Joint Aid Management,Health,Twic East
Joint Aid Management,Health,Duk
Joint Aid Management,Health,Pibor
Joint Aid Management,Logistics,Bor South
Joint Aid Management,Logistics,Twic East
Joint Aid Management,Logistics,Duk
Joint Aid Management,Logistics,Awerial
Joint Aid Management,Logistics,Rumbek North
Joint Aid Management,Logistics,Yirol East
Joint Aid Management,Logistics,Yirol West
Joint Aid Management,Logistics,Twic
Joint Aid Management,Nutrition,Twic East
Joint Aid Management,Nutrition,Duk
Joint Aid Management,Nutrition,Pibor
Saferworld,CCCM,Juba
Saferworld,CCCM,Torit
Saferworld,CCCM,Yambio
Saferworld,CCCM,Bor South
Saferworld,CCCM,Rumbek Centre
Saferworld,CCCM,Rumbek East
Saferworld,CCCM,Aweil Centre
Saferworld,CCCM,Wau
Saferworld,CCCM,Gogrial West
Saferworld,CCCM,Tonj North
Saferworld,Protection,Juba
Saferworld,Protection,Torit
Saferworld,Protection,Yambio
Saferworld,Protection,Rumbek Centre
Saferworld,Protection,Rumbek East
Saferworld,Protection,Wau
Saferworld,Protection,Gogrial West
Saferworld,Protection,Tonj North
Saferworld,Conflict Prevention & Peacebuilding,Juba
Saferworld,Conflict Prevention & Peacebuilding,Torit
Saferworld,Conflict Prevention & Peacebuilding,Yambio
Saferworld,Conflict Prevention & Peacebuilding,Bor South
Saferworld,Conflict Prevention & Peacebuilding,Rumbek Centre
Saferworld,Conflict Prevention & Peacebuilding,Rumbek East
Saferworld,Conflict Prevention & Peacebuilding,Aweil Centre
Saferworld,Conflict Prevention & Peacebuilding,Gogrial West
Saferworld,Conflict Prevention & Peacebuilding,Tonj North
Saferworld,Media,Juba
Saferworld,Media,Torit
Saferworld,Media,Yambio
Saferworld,Media,Rumbek Centre
Saferworld,Media,Rumbek East
Saferworld,Media,Aweil Centre
Saferworld,Media,Wau
Saferworld,Media,Gogrial West
Saferworld,Media,Tonj North
Search for Common Ground,Conflict Prevention & Peacebuilding,Juba
Search for Common Ground,Conflict Prevention & Peacebuilding,Budi
Search for Common Ground,Conflict Prevention & Peacebuilding,Bor South
Search for Common Ground,Conflict Prevention & Peacebuilding,Awerial
Search for Common Ground,Conflict Prevention & Peacebuilding,Tonj East
Search for Common Ground,Media,Juba
Search for Common Ground,Media,Yei
Search for Common Ground,Media,Torit
Search for Common Ground,Media,Yambio
Search for Common Ground,Media,Bor South
Search for Common Ground,Media,Awerial
Search for Common Ground,Media,Rumbek Centre
Search for Common Ground,Media,Wau
Search for Common Ground,Media,Malakal
Search for Common Ground,Media,Tonj East
Catholic Organization for Relief and Development AID (CORDAID),Food Security & Livlihoods,Budi
Catholic Organization for Relief and Development AID (CORDAID),Food Security & Livlihoods,Ikotos
Catholic Organization for Relief and Development AID (CORDAID),Food Security & Livlihoods,Kapoeta East
Catholic Organization for Relief and Development AID (CORDAID),Food Security & Livlihoods,Kapoeta South
Catholic Organization for Relief and Development AID (CORDAID),Food Security & Livlihoods,Torit
Catholic Organization for Relief and Development AID (CORDAID),Food Security & Livlihoods,Jur River
Catholic Organization for Relief and Development AID (CORDAID),Food Security & Livlihoods,Leer
Catholic Organization for Relief and Development AID (CORDAID),Food Security & Livlihoods,Mayendit
Catholic Organization for Relief and Development AID (CORDAID),Food Security & Livlihoods,Panyikang
Catholic Organization for Relief and Development AID (CORDAID),Food Security & Livlihoods,Abyei region
Catholic Organization for Relief and Development AID (CORDAID),Health,Juba
Catholic Organization for Relief and Development AID (CORDAID),Health,Budi
Catholic Organization for Relief and Development AID (CORDAID),Health,Torit
Catholic Organization for Relief and Development AID (CORDAID),Health,Tambura
Catholic Organization for Relief and Development AID (CORDAID),Health,Bor South
Catholic Organization for Relief and Development AID (CORDAID),Health,Jur River
Catholic Organization for Relief and Development AID (CORDAID),Health,Wau
Catholic Organization for Relief and Development AID (CORDAID),Health,Fashoda
Catholic Organization for Relief and Development AID (CORDAID),Health,Panyikang
Catholic Organization for Relief and Development AID (CORDAID),Shelter and Non-Food Items,Leer
Catholic Organization for Relief and Development AID (CORDAID),Shelter and Non-Food Items,Mayendit
Catholic Organization for Relief and Development AID (CORDAID),Shelter and Non-Food Items,Abyei region
Catholic Organization for Relief and Development AID (CORDAID),Conflict Prevention & Peacebuilding,Magwi
Catholic Organization for Relief and Development AID (CORDAID),Conflict Prevention & Peacebuilding,Yambio
Catholic Organization for Relief and Development AID (CORDAID),Conflict Prevention & Peacebuilding,Bor South
Catholic Organization for Relief and Development AID (CORDAID),Conflict Prevention & Peacebuilding,Awerial
Catholic Organization for Relief and Development AID (CORDAID),Conflict Prevention & Peacebuilding,Jur River
Catholic Organization for Relief and Development AID (CORDAID),Conflict Prevention & Peacebuilding,Wau
Catholic Organization for Relief and Development AID (CORDAID),Governance & Rule of Law,Juba
Catholic Organization for Relief and Development AID (CORDAID),Governance & Rule of Law,Kajo-keji
Catholic Organization for Relief and Development AID (CORDAID),Governance & Rule of Law,Yei
Catholic Organization for Relief and Development AID (CORDAID),Governance & Rule of Law,Magwi
Catholic Organization for Relief and Development AID (CORDAID),Environment & Natural Resources,Juba
Catholic Organization for Relief and Development AID (CORDAID),Environment & Natural Resources,Budi
Catholic Organization for Relief and Development AID (CORDAID),Environment & Natural Resources,Kapoeta East
Catholic Organization for Relief and Development AID (CORDAID),Environment & Natural Resources,Kapoeta North
Catholic Organization for Relief and Development AID (CORDAID),Environment & Natural Resources,Kapoeta South
Catholic Organization for Relief and Development AID (CORDAID),Environment & Natural Resources,Koch
Catholic Organization for Relief and Development AID (CORDAID),Environment & Natural Resources,Rubkona
Catholic Organization for Relief and Development AID (CORDAID),Environment & Natural Resources,Melut
Africa Humanitarian Action,CCCM,Abiemnhom
Africa Humanitarian Action,CCCM,Pariang
Africa Humanitarian Action,Health,Pariang
Africa Humanitarian Action,Nutrition,Pariang
Africa Humanitarian Action,Protection,Pariang
Open Society Iniative for Eastern Africa,Protection,Juba
Open Society Iniative for Eastern Africa,Conflict Prevention & Peacebuilding,Juba
Open Society Iniative for Eastern Africa,Governance & Rule of Law,Juba
Open Society Iniative for Eastern Africa,Media,Juba
HEKS-Swiss Church Aid,Education,Lainya
HEKS-Swiss Church Aid,Food Security & Livlihoods,Juba
HEKS-Swiss Church Aid,Food Security & Livlihoods,Lainya
HEKS-Swiss Church Aid,Food Security & Livlihoods,Terekeka
HEKS-Swiss Church Aid,Food Security & Livlihoods,Yei
HEKS-Swiss Church Aid,WASH,Juba
HEKS-Swiss Church Aid,WASH,Lainya
HEKS-Swiss Church Aid,WASH,Terekeka
HEKS-Swiss Church Aid,WASH,Yei
HEKS-Swiss Church Aid,Conflict Prevention & Peacebuilding,Juba
HEKS-Swiss Church Aid,Conflict Prevention & Peacebuilding,Lainya
HEKS-Swiss Church Aid,Conflict Prevention & Peacebuilding,Terekeka
HEKS-Swiss Church Aid,Conflict Prevention & Peacebuilding,Yei
HEKS-Swiss Church Aid,Governance & Rule of Law,Juba
HEKS-Swiss Church Aid,Governance & Rule of Law,Lainya
HEKS-Swiss Church Aid,Governance & Rule of Law,Terekeka
HEKS-Swiss Church Aid,Governance & Rule of Law,Yei
HEKS-Swiss Church Aid,Environment & Natural Resources,Terekeka
HEKS-Swiss Church Aid,Environment & Natural Resources,Yei
Overseas Development Institute,Governance & Rule of Law,Juba
Good Neighbors International,CCCM,Yei
Childfund Korea,Education,Juba
Childfund Korea,Education,Magwi
Childfund Korea,Education,Bor South
Childfund Korea,Food Security & Livlihoods,Bor South
Childfund Korea,WASH,Magwi
