Organisation,SectorCluster,County
Medicos del Mundo (Doctors of the World),Health,Juba
Medicos del Mundo (Doctors of the World),Logistics,Duk
Medicos del Mundo (Doctors of the World),Nutrition,Twic East
Medicos del Mundo (Doctors of the World),Protection,Bor
Medicos del Mundo (Doctors of the World),Health,Duk
Medicos del Mundo (Doctors of the World),Protection,Juba
Medicos del Mundo (Doctors of the World),Logistics,Twic East
Medicos del Mundo (Doctors of the World),Nutrition,Bor
Medicos del Mundo (Doctors of the World),Nutrition,Juba
Medicos del Mundo (Doctors of the World),Protection,Duk
Medicos del Mundo (Doctors of the World),Health,Twic East
Medicos del Mundo (Doctors of the World),Logistics,Bor
Medicos del Mundo (Doctors of the World),Logistics,Juba
Medicos del Mundo (Doctors of the World),Nutrition,Duk
Medicos del Mundo (Doctors of the World),Health,Bor
Medicos del Mundo (Doctors of the World),Protection,Twic East
Medicos del Mundo (Doctors of the World),Health,Juba
Medicos del Mundo (Doctors of the World),Logistics,Duk
Medicos del Mundo (Doctors of the World),Nutrition,Twic East
Medicos del Mundo (Doctors of the World),Protection,Bor
Medicos del Mundo (Doctors of the World),Protection,Juba
Medicos del Mundo (Doctors of the World),Health,Duk
Medicos del Mundo (Doctors of the World),Logistics,Twic East
Medicos del Mundo (Doctors of the World),Nutrition,Bor
Medicos del Mundo (Doctors of the World),Nutrition,Juba
Mercy Corps,Education,Rubkona
Mercy Corps,Protection,Rubkona
Mercy Corps,Education,Panyijiar
Nonviolent Peaceforce,Protection,Kajo Keji
Nonviolent Peaceforce,Protection,Mundri West
Nonviolent Peaceforce,Protection,Aweil South
Nonviolent Peaceforce,Protection,Nyirol
Nonviolent Peaceforce,Protection,Yambio
Nonviolent Peaceforce,Protection,Raja
Nonviolent Peaceforce,Protection,Mayom
Nonviolent Peaceforce,Protection,Guit
Nonviolent Peaceforce,Protection,Panyijiar
Nonviolent Peaceforce,Protection,Rumbek North
Nonviolent Peaceforce,Protection,Yei
Nonviolent Peaceforce,Protection,Akobo
Nonviolent Peaceforce,Protection,Mundri East
Nonviolent Peaceforce,Protection,Aweil Center
Nonviolent Peaceforce,Protection,Kodok
Nonviolent Peaceforce,Protection,Juba
Nonviolent Peaceforce,Protection,Aweil North
Nonviolent Peaceforce,Protection,Koch
Nonviolent Peaceforce,Protection,Mayendit
Nonviolent Peaceforce,Protection,Jur River
Nonviolent Peaceforce,Protection,Rumbek East
Nonviolent Peaceforce,Protection,Lainya
Nonviolent Peaceforce,Protection,Mvolo
Nonviolent Peaceforce,Protection,Aweil East
Nonviolent Peaceforce,Protection,Uror
Nonviolent Peaceforce,Protection,Manyo
Nonviolent Peaceforce,Protection,Ulang
Nonviolent Peaceforce,Protection,Aweil West
Nonviolent Peaceforce,Protection,Rubkona
Nonviolent Peaceforce,Protection,Leer
Nonviolent Peaceforce,Protection,Bagari
Nonviolent Peaceforce,Protection,Rumbek Center
Norwegian Church Aid,Logistics,Juba
Norwegian Church Aid,Protection,Juba
Norwegian Church Aid,Education,Juba
Norwegian Church Aid,Protection,Gogrial West
Norwegian Church Aid,Protection,Torit
Norwegian Church Aid,Education,Torit
Norwegian People's Aid,Logistics,Fangak
Norwegian People's Aid,Logistics,Juba
Norwegian People's Aid,Nutrition,Fangak
Norwegian People's Aid,Nutrition,Fangak
Norwegian People's Aid,Logistics,Pochalla
OVCI la Nostra Famiglia,Education,Juba
OVCI la Nostra Famiglia,Nutrition,Juba
OVCI la Nostra Famiglia,Health,Juba
OVCI la Nostra Famiglia,Protection,Juba
OVCI la Nostra Famiglia,Logistics,Juba
Oxfam Great Britian,Education,Pibor
Oxfam Great Britian,Logistics,Akobo
Oxfam Great Britian,Logistics,Nyirol
Oxfam Great Britian,Logistics,Rumbek North
Oxfam Great Britian,Protection,Juba
Oxfam Great Britian,Education,Kapoeta North
Oxfam Great Britian,Health,Akobo
Oxfam Great Britian,Logistics,Bor
Oxfam Great Britian,Logistics,Pibor
Oxfam Great Britian,Logistics,Uror
Oxfam Great Britian,Protection,Pibor
Oxfam Great Britian,Education,Kapoeta South
Oxfam Great Britian,Health,Pibor
Oxfam Great Britian,Logistics,Juba
Oxfam Great Britian,Logistics,Rumbek East
Oxfam Great Britian,Protection,Akobo
Oxfam Great Britian,Education,Kapoeta East
Polish Humanitarian Action,Education,Kajo Keji
Polish Humanitarian Action,Protection,Pochalla
Polish Humanitarian Action,Protection,Tali
Polish Humanitarian Action,Education,Bor
Polish Humanitarian Action,Protection,Bor
Polish Humanitarian Action,Education,Koch
Polish Humanitarian Action,Protection,Akobo
Polish Humanitarian Action,Protection,Duk
Relief International,Health,Ulang
Relief International,Protection,Maban
Relief International,Health,Maiwut
Relief International,Logistics,Ulang
Relief International,Logistics,Maiwut
Relief International,Nutrition,Nasir
Relief International,Nutrition,Maban
Relief International,Protection,Longchuk
Relief International,Health,Nasir
Relief International,Health,Maban
Relief International,Logistics,Nasir
Relief International,Logistics,Maban
Relief International,Nutrition,Longchuk
Relief International,Protection,Ulang
Relief International,Protection,Maiwut
Relief International,Health,Longchuk
Relief International,Logistics,Juba
Relief International,Logistics,Longchuk
Relief International,Nutrition,Ulang
Relief International,Nutrition,Maiwut
Relief International,Protection,Nasir
Romeo Dallaire Child Soldiers Initiative,Protection,Juba
Samaritan Purse South Sudan,Nutrition,Abiemnhom
Samaritan Purse South Sudan,Health,Juba
Samaritan Purse South Sudan,Nutrition,Aweil East
Samaritan Purse South Sudan,Nutrition,Maban
Samaritan Purse South Sudan,Nutrition,Mayendit
Samaritan Purse South Sudan,Health,Maban
Samaritan Purse South Sudan,Nutrition,Juba
Samaritan Purse South Sudan,Nutrition,Panriang
Samaritan Purse South Sudan,Logistics,Juba
Samaritan Purse South Sudan,Nutrition,Aweil North
Save the Children International,Health,Nyirol
Save the Children International,Health,Juba
Save the Children International,Health,Budi
Save the Children International,Nutrition,Lopa
Save the Children International,Nutrition,Kapoeta South
Save the Children International,Protection,Aweil East
Save the Children International,Protection,Juba
Save the Children International,Protection,Budi
Save the Children International,Education,Aweil East
Save the Children International,Education,Kapoeta South
Save the Children International,Education,Rumbek Center
Save the Children International,Health,Lopa
Save the Children International,Health,Kapoeta East
Save the Children International,Logistics,Juba
Save the Children International,Nutrition,Torit
Save the Children International,Nutrition,Budi
Save the Children International,Protection,Magwi
Save the Children International,Protection,Kapoeta East
Save the Children International,Protection,Maban
Save the Children International,Education,Bor
Save the Children International,Education,Budi
Save the Children International,Health,Akobo
Save the Children International,Health,Torit
Save the Children International,Health,Kapoeta South
Save the Children International,Nutrition,Nyirol
Save the Children International,Nutrition,Kapoeta East
Save the Children International,Protection,Akobo
Save the Children International,Protection,Bor
Save the Children International,Protection,Kapoeta South
Save the Children International,Protection,Rumbek Center
Save the Children International,Education,Akobo
Save the Children International,Education,Kapoeta East
Save the Children International,Education,Maban
Search for Common Ground(SFCG),Protection,Bor
Search for Common Ground(SFCG),Protection,Torit
Search for Common Ground(SFCG),Protection,Bor
Search for Common Ground(SFCG),Protection,Aweil Center
Search for Common Ground(SFCG),Protection,Juba
Search for Common Ground(SFCG),Protection,Bor
Search for Common Ground(SFCG),Protection,Aweil Center
Search for Common Ground(SFCG),Protection,Juba
Search for Common Ground(SFCG),Protection,Torit
Search for Common Ground(SFCG),Protection,Aweil Center
Search for Common Ground(SFCG),Protection,Juba
Search for Common Ground(SFCG),Protection,Torit
Sightsavers,Logistics,Juba
Sightsavers,Education,Yambio
Sightsavers,Health,Juba
SIL South Sudan,Education,Juba
Stichting ZOA,Education,Yei
Stromme Foundation,Education,Kapoeta East
Stromme Foundation,Education,Juba
Tearfund,Logistics,Juba
Tearfund,Logistics,Uror
Tearfund,Nutrition,Twic East
Tearfund,Protection,Twic East
Tearfund,Logistics,Aweil Center
Tearfund,Logistics,Pochalla
Tearfund,Nutrition,Juba
Tearfund,Nutrition,Uror
Tearfund,Protection,Uror
Tearfund,Logistics,Aweil East
Tearfund,Logistics,Twic East
Tearfund,Nutrition,Pochalla
Tearfund,Protection,Juba
Terre des hommes,Education,Yei
Terre des hommes,Logistics,Juba
Terre des hommes,Protection,Juba
Terre des hommes,Education,Juba
Terre des hommes,Protection,Yei
THE ALLIANCE FOR INTERNATIONAL MEDICAL ACTION,Health,Aweil Center
THE ALLIANCE FOR INTERNATIONAL MEDICAL ACTION,Nutrition,Aweil Center
THE ALLIANCE FOR INTERNATIONAL MEDICAL ACTION,Health,Juba
THE ALLIANCE FOR INTERNATIONAL MEDICAL ACTION,Nutrition,Juba
THE ALLIANCE FOR INTERNATIONAL MEDICAL ACTION,Health,Raja
THE ALLIANCE FOR INTERNATIONAL MEDICAL ACTION,Nutrition,Raja
THE CARTER CENTER,Health,Juba
THE CARTER CENTER,Health,Kapoeta South
THE CARTER CENTER,Health,Tonj East
THE CARTER CENTER,Health,Rumbek North
THE CARTER CENTER,Health,Wulu
THE CARTER CENTER,Health,Uror
THE CARTER CENTER,Health,Yirol West
THE CARTER CENTER,Health,Gogrial West
THE CARTER CENTER,Health,Lopa
THE CARTER CENTER,Health,Kapoeta North
THE CARTER CENTER,Health,Budi
THE CARTER CENTER,Health,Tonj South
THE CARTER CENTER,Health,Rumbek East
THE CARTER CENTER,Health,Nyirol
THE CARTER CENTER,Health,Awerial
THE CARTER CENTER,Health,Gogrial East
THE CARTER CENTER,Health,Torit
THE CARTER CENTER,Health,Kapoeta East
THE CARTER CENTER,Health,Tonj North
THE CARTER CENTER,Health,Jur River
THE CARTER CENTER,Health,Rumbek Center
THE CARTER CENTER,Health,Akobo
THE CARTER CENTER,Health,Yirol East
THE CARTER CENTER,Health,Ayod
THE CARTER CENTER,Health,Cueibet
The MENTOR Initiative,Health,Rubkona
The MENTOR Initiative,Health,Maban
The MENTOR Initiative,Health,Panriang
Veteriares Sans Frontieres Germany VSF Germany,Education,Cueibet
Veteriares Sans Frontieres Germany VSF Germany,Nutrition,Cueibet
Veterinaires San Frontieres Suisse,Protection,Pibor
Veterinaires San Frontieres Suisse,Protection,Pibor
Veterinaires San Frontieres Suisse,Education,Cueibet
Veterinaires San Frontieres Suisse,Education,Cueibet
Veterinaires San Frontieres Suisse,Nutrition,Cueibet
Veterinaires San Frontieres Suisse,Nutrition,Rumbek Center
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Gogrial West
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil East
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Tonj North
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil Center
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil West
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil South
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Gogrial West
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Gogrial East
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Tonj North
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Maban
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil North
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Bagari
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Jur River
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil North
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil East
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Bagari
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil West
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Jur River
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Gogrial West
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Tonj North
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil Center
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil South
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Gogrial East
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil Center
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Maban
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil South
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil North
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Gogrial East
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Bagari
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Maban
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Jur River
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil East
VETERINARIANS WITHOUT BORDERS (VWB/VSF-CANADA),Protection,Aweil West
War Child Canada,Education,Baliet
War Child Canada,Education,Jur River
War Child Canada,Education,Panyikang
War Child Canada,Education,Torit
War Child Holland,Nutrition,Juba
War Child Holland,Health,Bor
War Child Holland,Logistics,Juba
War Child Holland,Protection,Bor
War Child Holland,Education,Bor
War Child Holland,Health,Juba
War Child Holland,Nutrition,Bor
War Child Holland,Protection,Juba
War Child Holland,Education,Juba
War Child Holland,Logistics,Bor
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Mundri East
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Anzara
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Kapoeta East
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Ibba
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Terekeka
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Mvolo
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Yambio
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Juba
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Kapoeta South
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Tambura
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Yei
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Mundri West
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Ezo
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Kapoeta North
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Maridi
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Nagero
WHITAKER PEACE AND DEVELOPMENT INITIATIVE,Protection,Lainya
Windle Trust International,Education,Kapoeta North
Windle Trust International,Education,Mayom
Windle Trust International,Education,Guit
Windle Trust International,Education,Mayendit
Windle Trust International,Education,Rumbek North
Windle Trust International,Education,Wulu
Windle Trust International,Education,Mvolo
Windle Trust International,Education,Yirol East
Windle Trust International,Education,Yambio
Windle Trust International,Education,Maridi
Windle Trust International,Education,Koch
Windle Trust International,Education,Panriang
Windle Trust International,Education,Leer
Windle Trust International,Education,Rumbek East
Windle Trust International,Education,Yei
Windle Trust International,Education,Mundri West
Windle Trust International,Education,Yirol West
Windle Trust International,Education,Juba
Windle Trust International,Education,Ibba
Windle Trust International,Education,Rubkona
Windle Trust International,Education,Abiemnhom
Windle Trust International,Education,Panyijiar
Windle Trust International,Education,Rumbek Center
Windle Trust International,Education,Mundri East
Windle Trust International,Education,Awerial
World Concern Development Organization,Education,Jur River
World Concern Development Organization,Logistics,Jur River
World Concern Development Organization,Nutrition,Jur River
World Concern Development Organization,Protection,Gogrial East
World Concern Development Organization,Education,Gogrial West
World Concern Development Organization,Logistics,Bagari
World Concern Development Organization,Nutrition,Bagari
World Concern Development Organization,Protection,Jur River
World Concern Development Organization,Education,Aweil West
World Concern Development Organization,Nutrition,Aweil West
World Concern Development Organization,Protection,Gogrial West
World Concern Development Organization,Protection,Bagari
World Relief,Education,Fangak
World Relief,Education,Koch
World Relief,Health,Maridi
World Relief,Health,Rubkona
World Relief,Nutrition,Juba
World Relief,Nutrition,Koch
World Relief,Education,Juba
World Relief,Education,Rubkona
World Relief,Health,Fangak
World Relief,Health,Ibba
World Relief,Logistics,Juba
World Relief,Nutrition,Maridi
World Relief,Nutrition,Rubkona
World Relief,Education,Mvolo
World Relief,Education,Ibba
World Relief,Education,Guit
World Relief,Health,Juba
World Relief,Health,Koch
World Relief,Nutrition,Fangak
World Relief,Nutrition,Ibba
World University Service of Canada,Logistics,Juba
World University Service of Canada,Education,Juba
World University Service of Canada,Nutrition,Juba
World University Service of Canada,Health,Juba
World University Service of Canada,Protection,Juba
World Vision South Sudan,Nutrition,Panyikang
World Vision South Sudan,Education,Gogrial East
World Vision South Sudan,Nutrition,Melut
World Vision South Sudan,Nutrition,Tonj East
World Vision South Sudan,Nutrition,Manyo
World Vision South Sudan,Education,Renk
World Vision South Sudan,Education,Tonj North
World Vision South Sudan,Protection,Pigi
World Vision South Sudan,Nutrition,Anzara
World Vision South Sudan,Health,Mundri West
World Vision South Sudan,Protection,Kodok
World Vision South Sudan,Nutrition,Juba
World Vision South Sudan,Health,Pigi
World Vision South Sudan,Protection,Anzara
World Vision South Sudan,Nutrition,Raja
World Vision South Sudan,Health,Manyo
World Vision South Sudan,Protection,Juba
World Vision South Sudan,Health,Anzara
World Vision South Sudan,Protection,Renk
World Vision South Sudan,Health,Aweil North
World Vision South Sudan,Protection,Tonj East
World Vision South Sudan,Health,Tambura
World Vision South Sudan,Health,Tonj East
World Vision South Sudan,Nutrition,Pigi
World Vision South Sudan,Education,Yambio
World Vision South Sudan,Nutrition,Ibba
World Vision South Sudan,Nutrition,Fangak
World Vision South Sudan,Education,Juba
World Vision South Sudan,Nutrition,Nagero
World Vision South Sudan,Nutrition,Tonj South
World Vision South Sudan,Nutrition,Yambio
World Vision South Sudan,Education,Melut
World Vision South Sudan,Education,Tonj East
World Vision South Sudan,Protection,Baliet
World Vision South Sudan,Nutrition,Gogrial West
World Vision South Sudan,Health,Aweil East
World Vision South Sudan,Protection,Yambio
World Vision South Sudan,Nutrition,Ulang
World Vision South Sudan,Health,Baliet
World Vision South Sudan,Protection,Gogrial West
World Vision South Sudan,Nutrition,Aweil North
World Vision South Sudan,Health,Yambio
World Vision South Sudan,Protection,Ulang
World Vision South Sudan,Health,Gogrial West
World Vision South Sudan,Protection,Melut
World Vision South Sudan,Health,Renk
World Vision South Sudan,Protection,Tonj South
World Vision South Sudan,Health,Nagero
World Vision South Sudan,Health,Tonj South
World Vision South Sudan,Education,Aweil East
World Vision South Sudan,Nutrition,Baliet
World Vision South Sudan,Education,Gogrial West
World Vision South Sudan,Nutrition,Renk
World Vision South Sudan,Nutrition,Kodok
World Vision South Sudan,Education,Aweil North
World Vision South Sudan,Nutrition,Tonj North
World Vision South Sudan,Education,Tambura
World Vision South Sudan,Protection,Akoka
World Vision South Sudan,Nutrition,Ezo
World Vision South Sudan,Education,Tonj South
World Vision South Sudan,Protection,Panyikang
World Vision South Sudan,Nutrition,Gogrial East
World Vision South Sudan,Health,Akoka
World Vision South Sudan,Protection,Ezo
World Vision South Sudan,Nutrition,Nasir
World Vision South Sudan,Health,Kodok
World Vision South Sudan,Protection,Gogrial East
World Vision South Sudan,Nutrition,Maridi
World Vision South Sudan,Health,Ezo
World Vision South Sudan,Protection,Nasir
World Vision South Sudan,Health,Gogrial East
World Vision South Sudan,Protection,Tonj North
World Vision South Sudan,Health,Melut
World Vision South Sudan,Protection,Twic
World Vision South Sudan,Health,Tonj North
World Vision South Sudan,Nutrition,Aweil East
World Vision South Sudan,Education,Baliet
